_,id,title,photo,date,creator,left,broadcast,verified,megagroup,restricted,signatures,min,scam,has_link,has_geo,slowmode_enabled,call_active,call_not_empty,fake,gigagroup,noforwards,join_to_send,join_request,forum,stories_hidden,stories_hidden_min,stories_unavailable,access_hash,username,restriction_reason,admin_rights,banned_rights,default_banned_rights,participants_count,usernames,stories_max_id,color,counter_x,from_messages_x,channel_request_x,channel_req_targeted_by_x,source_x,counter_y,from_messages_y,channel_request_y,channel_req_targeted_by_y,source_y,counter,from_messages,channel_request,channel_req_targeted_by,source
Channel,1777164947,President Q17,"{'_': 'ChatPhoto', 'photo_id': 5836923605840148376, 'dc_id': 4, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xae\xb3.\xdd\xbe\xfd\x00\xe9E\x14WT\x1b\xd4\x96\x7f'}",2021-12-11 21:51:29+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,-674673106136917715,Biden_Fake,[],,,,207,[],,,,,,,,1.0,1.0,0.0,{'channels': ['self']},['Jack_Posobiec'],1.0,1.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1672360211,Niko House News,"{'_': 'ChatPhoto', 'photo_id': 4999188198940847051, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08m\xcc\x92\xb0\xc2&\x00\xea}8\xa2\x8a(lVG'}",2021-10-21 19:00:43+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,8781304309040701797,nikohousert,[],,,,871,[],,,,,,,,1.0,1.0,0.0,{'channels': ['self']},['Jack_Posobiec'],1.0,1.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1111072403,Комсомольская правда: KP.RU,"{'_': 'ChatPhoto', 'photo_id': 5269544755157652449, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xd2))\xb9\x0c\x1c\x88\xc7\xf0\xfa\x9a(\xa2\x8b\x0fs'}",2017-02-08 12:23:49+00:00,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,4300767413167255143,truekpru,[],,,,245853,[],,,,,,,,1.0,1.0,0.0,{'channels': ['self']},['Jack_Posobiec'],1.0,1.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1111348665,Милитарист,"{'_': 'ChatPhoto', 'photo_id': 5217435274164943281, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x99\xa6\xb57b\x7f4\xe4q\xd7\x8e\x9f\xca\x8a(\xa0\x0f'}",2017-08-26 19:17:03+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1969285675419898519,infantmilitario,[],,,,271064,[],,,,,,,,1.0,1.0,0.0,{'channels': ['self']},['Jack_Posobiec'],1.0,1.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1236037451,Лик Войны,"{'_': 'ChatPhoto', 'photo_id': 5463423345585401013, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b""\x01\x08\x08\x99'V\x94DpGc\x9a(\xa2\x80?""}",2018-04-28 05:03:53+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,-8566119176711007053,faceofwar,[],,,,110327,[],,,,,,,,1.0,1.0,0.0,{'channels': ['self']},['Jack_Posobiec'],1.0,1.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1214175257,Чат канала Лик Войны,"{'_': 'ChatPhoto', 'photo_id': 5255968445139369056, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x89m\x9c\xb0\xfd\xd3\x10\x0e2\x08\xa2\x8a*X\xd1'}",2020-11-15 08:57:06+00:00,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,5199745817523323345,faceeban,[],,,"{'_': 'ChatBannedRights', 'until_date': datetime.datetime(2038, 1, 19, 3, 14, 7, tzinfo=datetime.timezone.utc), 'view_messages': False, 'send_messages': False, 'send_media': False, 'send_stickers': False, 'send_gifs': True, 'send_games': True, 'send_inline': True, 'embed_links': True, 'send_polls': True, 'change_info': True, 'invite_users': False, 'pin_messages': True, 'manage_topics': True, 'send_photos': False, 'send_videos': False, 'send_roundvideos': False, 'send_audios': False, 'send_voices': False, 'send_docs': False, 'send_plain': False}",491,[],,,,,,,,1.0,0.0,1.0,{'channels': ['faceofwar']},['Jack_Posobiec'],1.0,0.0,1.0,{'channels': ['faceofwar']},['Jack_Posobiec']
Channel,1122846719,Zаписки мичмана Птичкина,"{'_': 'ChatPhoto', 'photo_id': 5371035571096502194, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xb3\xe6J\xf7\x83j\xb9L\xf5\x1d1E\x14R\x1d\xcf'}",2017-09-15 17:18:41+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-8514367369889635283,rusfleet,[],,,,44944,[],,,,,,,,1.0,1.0,0.0,{'channels': ['self']},['Jack_Posobiec'],1.0,1.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1633525712,Посольство России в Беларуси,"{'_': 'ChatPhoto', 'photo_id': 5296491813764446309, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b""\x01\x08\x08\xaf\xfb\xaf'\xbe\xfa(\xa2\xb69\xcf""}",2022-02-26 16:58:00+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-1091640015291789655,RusEmbassyMinsk,[],,,,965,[],,,,,,,,1.0,1.0,0.0,{'channels': ['self']},['Jack_Posobiec'],1.0,1.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1138914412,Inside 🅉 Donetsk,"{'_': 'ChatPhoto', 'photo_id': 5301281664372160287, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xd6\xc3\xf9\x9d~Z(\xa2\x81X'}",2017-05-11 18:38:37+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,2142444969244346959,Doninside,[],,,,38737,[],,,,,,,,1.0,1.0,0.0,{'channels': ['self']},['Jack_Posobiec'],1.0,1.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1985590128,Inside ⚒ Chat,"{'_': 'ChatPhoto', 'photo_id': 5280806563134689614, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xd5\xc4\x9ens\xf2QE\x14\x01'}",2023-10-13 07:17:12+00:00,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,-3854518772034022423,doninchat,[],,,"{'_': 'ChatBannedRights', 'until_date': datetime.datetime(2038, 1, 19, 3, 14, 7, tzinfo=datetime.timezone.utc), 'view_messages': False, 'send_messages': False, 'send_media': False, 'send_stickers': False, 'send_gifs': False, 'send_games': False, 'send_inline': False, 'embed_links': False, 'send_polls': False, 'change_info': True, 'invite_users': False, 'pin_messages': True, 'manage_topics': False, 'send_photos': False, 'send_videos': False, 'send_roundvideos': False, 'send_audios': False, 'send_voices': False, 'send_docs': False, 'send_plain': False}",68,[],,,,,,,,1.0,0.0,1.0,{'channels': ['Doninside']},['Jack_Posobiec'],1.0,0.0,1.0,{'channels': ['Doninside']},['Jack_Posobiec']
Channel,1746608515,TruckersForFreedom,"{'_': 'ChatPhoto', 'photo_id': 6028434243358668468, 'dc_id': 4, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xb1qvU\xd4\xa4\x80`\xf2\xb9\xebE\x14R\x19'}",2022-01-29 14:21:51+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,-5586374192878115309,TruckersForFreedomGlobal,[],,,,36792,[],,,,,,,,2.0,2.0,0.0,{'channels': ['self']},['Jack_Posobiec'],2.0,2.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1892685933,Died Suddenly News (share this link: https://t.me/DiedSuddenlyNewsOriginal),"{'_': 'ChatPhoto', 'photo_id': 5983564299110562710, 'dc_id': 4, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xb0-\x89\x18\x00\xff\x00\xdff\x8a(\xa5\xca\x07'}",2022-11-01 17:04:52+00:00,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,356772516293065235,DiedSuddenlyNewsOriginal,[],,,"{'_': 'ChatBannedRights', 'until_date': datetime.datetime(2038, 1, 19, 3, 14, 7, tzinfo=datetime.timezone.utc), 'view_messages': False, 'send_messages': False, 'send_media': False, 'send_stickers': True, 'send_gifs': False, 'send_games': False, 'send_inline': False, 'embed_links': False, 'send_polls': True, 'change_info': True, 'invite_users': True, 'pin_messages': True, 'manage_topics': False, 'send_photos': False, 'send_videos': False, 'send_roundvideos': False, 'send_audios': True, 'send_voices': False, 'send_docs': False, 'send_plain': False}",18898,[],,,,,,,,1.0,0.0,1.0,{'channels': ['TruckersForFreedomGlobal']},['Jack_Posobiec'],1.0,0.0,1.0,{'channels': ['TruckersForFreedomGlobal']},['Jack_Posobiec']
Channel,1516468820,Dr. Taylor Marshall,"{'_': 'ChatPhoto', 'photo_id': 5149977542856386974, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xa4\x15~\xc2_`\xce\xfcn\xefE\x14V\x8am\n\xc7'}",2022-01-24 17:48:56+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,-739388753680454320,drtaylormarshall,[],,,,162,[],,,,,,,,1.0,1.0,0.0,{'channels': ['self']},['Jack_Posobiec'],1.0,1.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1435947075,The Trumpist,"{'_': 'ChatPhoto', 'photo_id': 5782772971704792404, 'dc_id': 4, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xcf\xf9>\xc9\x8c.\xed\xdd{\xd1E\x14\x01'}",2020-11-30 08:37:04+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,-6692149630950204643,TheTrumpist,[],,,,86818,[],,,,,,,,1.0,1.0,0.0,{'channels': ['self']},['Jack_Posobiec'],1.0,1.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1371071380,The Trumpist Group,"{'_': 'ChatPhoto', 'photo_id': 4913708819218016982, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xce81(\xe0w\xa2\x8a(E\xb3'}",2021-01-19 08:55:42+00:00,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,5310796579449646759,TheTrumpistGroup,[],,,"{'_': 'ChatBannedRights', 'until_date': datetime.datetime(2038, 1, 19, 3, 14, 7, tzinfo=datetime.timezone.utc), 'view_messages': False, 'send_messages': False, 'send_media': False, 'send_stickers': False, 'send_gifs': False, 'send_games': False, 'send_inline': False, 'embed_links': True, 'send_polls': True, 'change_info': True, 'invite_users': False, 'pin_messages': True, 'manage_topics': False, 'send_photos': False, 'send_videos': False, 'send_roundvideos': False, 'send_audios': False, 'send_voices': False, 'send_docs': False, 'send_plain': False}",1203,[],,,,,,,,1.0,0.0,1.0,{'channels': ['TheTrumpist']},['Jack_Posobiec'],1.0,0.0,1.0,{'channels': ['TheTrumpist']},['Jack_Posobiec']
Channel,1200851498,Jack Posobiec,"{'_': 'ChatPhoto', 'photo_id': 5134189771357268461, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x87r\xc2\xaa\xe4r\x0e3\xdf\xe9E\x14SBi3'}",2021-01-12 04:45:39+00:00,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,-7136973573933719606,Jack_Posobiec,[],,,,147638,[],,,,,,,,,,,,,380.0,379.0,1.0,{'channels': ['self']},"['Jack_Posobiec', 'NationalPulse', 'TrumpChannel']"
Channel,1136479756,Police frequency,"{'_': 'ChatPhoto', 'photo_id': 5397849253788891237, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xad\t\xb406\xf4\x01\xbe\xb4QE;\x93\xcb~\xa7'}",2017-10-11 14:21:56+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,-8293750922310461719,police_frequency,[],,,,79069,[],,,,,,,,,,,,,8.0,8.0,0.0,{'channels': ['self']},"['Jack_Posobiec', 'TrumpChannel']"
Channel,1391253363,Midnight Rider Channel 🇺🇸,"{'_': 'ChatPhoto', 'photo_id': 5082404633409858754, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b""\x01\x08\x08\xa4V\x01\x0eG'\x1d\xcfz(\xa2\x80g""}",2021-01-19 04:53:59+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,-4456163437214263532,realKarliBonne,[],,,,198593,[],,,,,,,,,,,,,229.0,229.0,0.0,{'channels': ['self']},"['Jack_Posobiec', 'NationalPulse']"
Channel,1150424885,Patri0tsareinContr0l ️️️,"{'_': 'ChatPhoto', 'photo_id': 5015230335583103179, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08~\xd9\xc4\xb8\xdcv\xe7#\x9e?\xfdTQEZ%\xb3'}",2021-02-21 17:07:18+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-3421907589613068477,Patri0tsareinContr0l,[],,,,27631,[],,,,,,,,,,,,,5.0,5.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1392459919,grandoldmemes,"{'_': 'ChatPhoto', 'photo_id': 4906702043931060409, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xa5\x84\xf2\x00T!\x8a\xf2h\xa2\x8a\x06\xcf'}",2021-01-16 18:27:53+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-3774175855622316423,grandoldmemes,[],,,,10182,[],,,,,,,,,,,,,124.0,124.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1531569003,Raw Egg Nationalist,"{'_': 'ChatPhoto', 'photo_id': 5927011043089955181, 'dc_id': 4, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xb6eD\x90\xb38\x03\xa61E\x14P\x07'}",2021-08-04 14:10:25+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,6939692743274397703,raweggnationalistofficial,[],,,,8898,[],,,,,,,,,,,,,51.0,51.0,0.0,{'channels': ['self']},"['Jack_Posobiec', 'NationalPulse']"
Channel,1754714046,Culture War Room,"{'_': 'ChatPhoto', 'photo_id': 6096147284703163626, 'dc_id': 5, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xad\xf6\x8f\x9b\x1cm\xdb\x8a(\xa2\xa6\xc6\x97?'}",2022-01-17 13:54:20+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2021539207358923848,CultureWarRoom,[],,,,16738,[],,,,,,,,,,,,,144.0,144.0,0.0,{'channels': ['self']},"['Jack_Posobiec', 'RealRebelNews']"
Channel,1445593024,The Justice League,"{'_': 'ChatPhoto', 'photo_id': 4967806431982103394, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x91\xae\xa3\xfbq\xc7U\xe4\x9flt\xa2\x8a(\x03'}",2021-01-08 23:10:51+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3865290612563117293,THEREALTORIABROOKE,[],,,,30771,[],,,,,,,,,,,,,10.0,10.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1390659157,ULTRA Pepe Lives Matter 🐸,"{'_': 'ChatPhoto', 'photo_id': 4990061208753254155, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xd3\xcc\x9fk\xfe-\x9bq\x8cq\x9a(\xa2\x80?'}",2021-01-13 16:36:49+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,6028538471807409306,PepeMatter,[],,,,197440,[],,,,,,,,,,,,,10.0,10.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1279779603,Woke Societies,"{'_': 'ChatPhoto', 'photo_id': 5033168210660272585, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x97\r\xf6\xac\xee\x97\xcc\xf4\xc7\x1f\xfe\xaa(\xa2\xb2Q\xb9;\x9f'}",2021-02-05 19:43:29+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,-8764059920096886823,WokeSocieties,[],,,,36007,[],,,,,,,,,,,,,9.0,9.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1758387125,Woke Societies Chat,"{'_': 'ChatPhoto', 'photo_id': 5158967407623121309, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xb3\xcf\xda\xb3\xbam\xff\x00\xdd\xc7\x1f\x9d\x14QY\xa5q\x1f'}",2022-01-27 16:33:28+00:00,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,7249893795573323286,wokesocietieschats,[],,,"{'_': 'ChatBannedRights', 'until_date': datetime.datetime(2038, 1, 19, 3, 14, 7, tzinfo=datetime.timezone.utc), 'view_messages': False, 'send_messages': False, 'send_media': False, 'send_stickers': True, 'send_gifs': True, 'send_games': True, 'send_inline': True, 'embed_links': False, 'send_polls': True, 'change_info': True, 'invite_users': True, 'pin_messages': True, 'manage_topics': False, 'send_photos': False, 'send_videos': False, 'send_roundvideos': False, 'send_audios': False, 'send_voices': False, 'send_docs': False, 'send_plain': False}",1109,[],,,,,,,,,,,,,1.0,0.0,1.0,{'channels': ['WokeSocieties']},['Jack_Posobiec']
Channel,1529958951,Kari Lake,"{'_': 'ChatPhoto', 'photo_id': 4938274709301209820, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08l\x88\xc2T \xe1{\xe4\xf5\xa2\x8a*V\xc7J\x9bM\x9f'}",2022-02-10 01:26:14+00:00,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,-1764373246419514755,realKariLake,[],,,,30457,[],,,,,,,,,,,,,2.0,2.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1984053449,Kari Lake Chat,{'_': 'ChatPhotoEmpty'},2023-04-19 05:07:55+00:00,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,8944558320113688638,karilakechatAZ,[],,,"{'_': 'ChatBannedRights', 'until_date': datetime.datetime(2038, 1, 19, 3, 14, 7, tzinfo=datetime.timezone.utc), 'view_messages': False, 'send_messages': False, 'send_media': True, 'send_stickers': True, 'send_gifs': True, 'send_games': True, 'send_inline': True, 'embed_links': True, 'send_polls': True, 'change_info': True, 'invite_users': True, 'pin_messages': True, 'manage_topics': False, 'send_photos': True, 'send_videos': True, 'send_roundvideos': True, 'send_audios': True, 'send_voices': True, 'send_docs': True, 'send_plain': False}",461,[],,,,,,,,,,,,,1.0,0.0,1.0,{'channels': ['realKariLake']},['Jack_Posobiec']
Channel,1179270258,Disclose.tv,"{'_': 'ChatPhoto', 'photo_id': 5393580215210457318, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x83\xfd\x03\xec{\xb6\xa6\xff\x00/oS\xbb\x7f\xd3\xa6(\xa2\x8a\x00'}",2021-01-09 11:51:05+00:00,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,1624389856745831378,disclosetv,[],,,,386767,[],,,,,,,,,,,,,57.0,57.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1448934279,Disclose.tv Chat,"{'_': 'ChatPhoto', 'photo_id': 5262507275149489656, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xad\xfe\x87\xf6M\xf8\x8fv\xdd\xb8\xe7v\xec~TQE\x00\x7f'}",2021-01-09 12:45:50+00:00,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,871572244894761944,disclosetv_chat,[],,,"{'_': 'ChatBannedRights', 'until_date': datetime.datetime(2038, 1, 19, 3, 14, 7, tzinfo=datetime.timezone.utc), 'view_messages': False, 'send_messages': False, 'send_media': True, 'send_stickers': True, 'send_gifs': True, 'send_games': True, 'send_inline': True, 'embed_links': True, 'send_polls': True, 'change_info': True, 'invite_users': True, 'pin_messages': True, 'manage_topics': True, 'send_photos': True, 'send_videos': True, 'send_roundvideos': True, 'send_audios': True, 'send_voices': True, 'send_docs': True, 'send_plain': False}",14807,[],,,,,,,,,,,,,1.0,0.0,1.0,{'channels': ['disclosetv']},['Jack_Posobiec']
Channel,1410273150,TheStormHasArrived17,"{'_': 'ChatPhoto', 'photo_id': 5105090032192039808, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xb5\xb6Q\xa8m\xcfS\xbb?\xec\xfaQE\x14\x01'}",2021-01-18 00:44:00+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1624429644201633398,TheStormHasArrived17,[],,,,128064,[],,,,,,,,,,,,,6.0,6.0,0.0,{'channels': ['self']},"['Jack_Posobiec', 'RealRebelNews']"
Channel,1697410513,Russians With Attitude,"{'_': 'ChatPhoto', 'photo_id': 5199873178661402088, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xd2\xfd\xef\xda;l\xdb\xf8\xe6\x8a(\xa0w?'}",2021-11-05 16:18:08+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,2598414480096809573,RWApodcast,[],,,,40088,[],,,,,,,,,,,,,10.0,10.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1408963933,Gateway Pundit,"{'_': 'ChatPhoto', 'photo_id': 4902633361282017625, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xbc\x16}\xe3s\xed\x00\xe4\xb6\xee\xbf\x85\x14QP\xe6\xc6\xa2\x7f'}",2021-01-13 16:05:37+00:00,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-5919010948100154437,gatewaypunditofficial,[],,,,97426,[],,,,,,,,,,,,,8.0,8.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1177375464,Arktos,"{'_': 'ChatPhoto', 'photo_id': 5767148486272334806, 'dc_id': 4, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08~\xdf\xdd}\x9b\x1f>\xdd\xff\x00\xf0/O\xca\x8a(\xac\xec\x99\xd4\xeaJ;u\xd4'}",2019-08-13 14:46:05+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-9197730164982610574,arktosmedia,[],,,,4357,[],,,,,,,,,,,,,1.0,1.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1974494664,Trump History,"{'_': 'ChatPhoto', 'photo_id': 5962993192469118475, 'dc_id': 4, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xaf5\xdec\xe1FG\x04\x1a(\xa2\x92H\xa6\xd9'}",2023-05-07 21:58:34+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,542928675574127852,Trump_History,[],,,,5699,[],,,,,,,,,,,,,30.0,30.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1484471145,Natty Light Nationalism,"{'_': 'ChatPhoto', 'photo_id': 4952189269468883147, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xa9ij\x8d\x93/#\xb0\x06\x8a(\xa0\x19'}",2021-01-31 12:11:39+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4584687429034785549,nattylightnat,[],,,,6391,[],,,,,,,,,,,,,5.0,5.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1211378130,War Room: Official Telegram Channel,"{'_': 'ChatPhoto', 'photo_id': 4933935241849055483, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xb6D\xdfj\xc7\xcf\x8d\xd9\xeb\xc6(\xa2\x8aI\x14\xd9'}",2021-01-26 01:03:34+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,6331776664277183454,BannonWarRoom,[],,,,61600,[],,,,,,,,,,,,,28.0,28.0,0.0,{'channels': ['self']},"['Jack_Posobiec', 'RaheemKassam', 'NationalPulse', 'TrumpChannel']"
Channel,1412053777,Charlie Kirk,"{'_': 'ChatPhoto', 'photo_id': 3526623782077835182, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xd0\x13\xc4\xd2\xab\x89>O\xba\x0fbh\xa2\x8aC?'}",2019-06-25 03:41:19+00:00,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,4479624393685092681,CharlieKirk,[],,,,161176,[],,,,,,,,,,,,,48.0,48.0,0.0,{'channels': ['self']},"['Jack_Posobiec', 'TrumpChannel', 'TrumpJr']"
Channel,1209438364,Lauren Witzke ✝️🇺🇸,"{'_': 'ChatPhoto', 'photo_id': 5032871424125151925, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x92{\xa5\x92\xe1\n\x92\x14~\x9c\xd1E\x15\x176\xe4G'}",2020-05-21 20:10:53+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,790556371465260082,LaurenWitzkeOfficial,[],,,,20702,[],,,,,,,,,,,,,1.0,1.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1154985723,The End Times,"{'_': 'ChatPhoto', 'photo_id': 1331425886392657861, 'dc_id': 4, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\xa2Z3h8M\xc3\x8e:\xd1E\x14\x01'}",2019-06-15 07:38:01+00:00,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,-7155204564723543290,demacre,[],,,,43316,[],,,,,,,,,,,,,2.0,2.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1542220963,R E J E C T M O D E R N I T Y,"{'_': 'ChatPhoto', 'photo_id': 5343671806172706734, 'dc_id': 2, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08\x8b\xedK\xe5\xf9[W\xa7Z(\xa2\x92\xd0L'}",2021-09-17 21:12:36+00:00,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,8544529433642575296,rejectm0dernity,[],,,,1488,[],,,,,,,,,,,,,18.0,18.0,0.0,{'channels': ['self']},['Jack_Posobiec']
Channel,1312540859,Swig,"{'_': 'ChatPhoto', 'photo_id': 4976489872307103957, 'dc_id': 1, 'has_video': False, 'stripped_thumb': b'\x01\x08\x08iui\x03y\x8eq\x8e8\xe2\x8a(\xa9\xb1L'}",2020-11-04 16:34:09+00:00,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,9110798776346572994,oldrowswig,[],,,,1637,[],,,,,,,,,,,,,25.0,25.0,0.0,{'channels': ['self']},['Jack_Posobiec']
